date,customer_id,payment_method,delivery_status,duration,no_of_orders,amount
08/10/2022,460051a3,Cash,Delivered,43,2,2700
08/10/2022,176b2041,Transfer,Delivered,27,2,2700
08/10/2022,3144dd8e,Transfer,Delivered,75,2,1800
08/10/2022,4e342b16,Cash,Delivered,66,1,900
08/10/2022,49e8c6a0,Transfer,Delivered,46,4,5400
08/11/2022,9db0a0e3,Cash,Delivered,28,4,5400
08/11/2022,055e2a9b,Cash,Delivered,17,2,6300
08/11/2022,8b03e9d9,Transfer,Delivered,18,2,1800
08/11/2022,95471a09,Transfer,Delivered,29,2,3600
08/11/2022,538e358d,Cash,Delivered,26,1,900
08/11/2022,66c93a53,Transfer,Delivered,61,2,3600
08/11/2022,e40b7a3c,Transfer,Delivered,70,3,4500
08/11/2022,89d33e5e,Transfer,Delivered,66,2,2700
08/11/2022,7c56a945,Transfer,Delivered,16,1,900
08/12/2022,29b17e5b,Transfer,Delivered,41,2,2700
08/12/2022,1bb9fa32,Transfer,Delivered,35,4,7200
08/12/2022,225f2d9a,Transfer,Pickup,,2,2700
08/12/2022,2cdf6ccb,Transfer,Pickup,,1,1800
08/12/2022,c8d5f567,Transfer,Pickup,,3,2700
08/12/2022,a402ed6d,Transfer,Delivered,16,3,3600
08/12/2022,7875f785,Transfer,Delivered,108,2,2700
08/12/2022,0039b7b0,Cash,Delivered,70,1,1800
08/12/2022,f0bc7ece,Cash,Delivered,32,1,3600
08/13/2022,67b8e37a,Transfer,Delivered,31,2,6300
08/13/2022,151fdd6b,Transfer,Delivered,47,2,2700
08/13/2022,913f3845,POS,Pickup,,2,2700
08/13/2022,094b40c9,Cash,Delivered,18,2,3600
08/13/2022,e864b1d1,POS,Pickup,,2,2700
08/13/2022,c65d7e41,Transfer,Delivered,31,2,3600
08/13/2022,89d454c2,Transfer,Delivered,40,2,4500
08/13/2022,3e7a1ad6,Transfer,Delivered,,4,3600
08/13/2022,6d9b3b92,Cash,Delivered,,2,3600
08/15/2022,932c1384,Transfer,Delivered,14,1,1800
08/15/2022,9301fbe7,Transfer,Delivered,10,2,2700
08/15/2022,2d0e2b45,Transfer,Delivered,47,3,3600
08/15/2022,e113caa3,Cash,Delivered,50,2,1800
08/15/2022,1024be67,Cash,Delivered,48,1,3600
08/15/2022,f34903d4,Transfer,Delivered,15,3,5400
08/15/2022,44916479,Transfer,Pickup,,1,900
08/16/2022,5900f734,Cash,Delivered,17,2,2700
08/16/2022,c708e269,Cash,Delivered,32,1,1800
08/16/2022,32d11d78,Transfer,Delivered,44,1,1800
08/16/2022,23f82f65,Transfer,Delivered,58,2,2700
08/16/2022,406e20ce,Transfer,Delivered,48,2,2700
08/16/2022,9bcd93f2,Transfer,Delivered,20,2,2700
08/16/2022,af55520d,Transfer,Delivered,21,2,2700
08/16/2022,b2a72292,Cash,Delivered,23,1,1800
08/17/2022,83a377fe,Transfer,Delivered,26,3,4500
08/17/2022,19f81381,Transfer,Delivered,25,3,3600
08/17/2022,a3f01611,Transfer,Delivered,36,1,3600
08/17/2022,7bcac41f,Cash,Delivered,34,2,2700
08/17/2022,24d29451,Cash,Delivered,30,1,3600
08/17/2022,5d5d5b9c,Cash,Delivered,27,1,1800
08/17/2022,cb28e751,Transfer,Pickup,,1,900
08/17/2022,de33606e,POS,Pickup,,2,1800
08/18/2022,238d9f0c,Transfer,Delivered,52,2,8500
08/18/2022,d996ba8c,Transfer,Delivered,36,3,3600
08/18/2022,6be58026,Cash,Delivered,28,1,1800
08/18/2022,f726ecb3,Transfer,Delivered,39,2,4800
08/18/2022,afcb0afe,Transfer,Delivered,48,1,1800
08/18/2022,9bbd81c9,Cash,Delivered,46,1,1900
08/18/2022,5420954d,Cash,Delivered,46,1,1900
08/18/2022,cadafcc2,Transfer,Delivered,52,1,1800
08/19/2022,3777dbb9,Transfer,Delivered,47,1,5400
08/19/2022,c23fc1af,Cash,Delivered,70,2,2800
08/19/2022,fe882883,Cash,Delivered,87,1,1900
08/19/2022,1188c7e9,POS,Pickup,,1,1900
08/19/2022,fbda801a,Cash,Delivered,101,2,1800
08/19/2022,cee01414,Transfer,Pickup,,2,3600
08/19/2022,e265681d,POS,Pickup,,1,1800
08/19/2022,3c4d3bc4,Cash,Delivered,18,1,1800
08/19/2022,82483a59,Transfer,Delivered,64,1,2900
08/19/2022,27327bd0,Transfer,Delivered,12,4,7300
08/19/2022,b7701f2a,Cash,Delivered,64,1,1800
08/19/2022,b947222f,Transfer,Delivered,67,2,1800
08/19/2022,61ef1713,Transfer,Pickup,,1,900
08/19/2022,90284f53,Cash,Delivered,53,2,1800
08/20/2022,496fb67d,Transfer,Delivered,,2,4600
08/20/2022,3aa5551d,Transfer,Delivered,103,5,6300
08/20/2022,a6b67736,Cash,Delivered,60,2,3700
08/20/2022,b17d34cf,Transfer,Delivered,31,1,1800
08/20/2022,51cbc4e2,Cash,Delivered,76,2,1800
08/20/2022,c8970302,Cash,Delivered,40,2,3600
08/20/2022,3f7827f4,Transfer,Delivered,69,1,1900
08/20/2022,b61730fb,POS,Pickup,,1,1900
08/20/2022,af6e3055,POS,Pickup,,1,900
08/20/2022,b250046e,Transfer,Delivered,18,4,4500
08/20/2022,b4140b68,POS,Pickup,,1,900
08/22/2022,eeabc053,Transfer,Delivered,45,1,3600
08/22/2022,3f98dd83,Transfer,Delivered,39,2,3600
08/22/2022,06933ee1,Transfer,Delivered,23,2,2700
08/22/2022,ae205137,POS,Pickup,,1,900
08/22/2022,f43c069e,Cash,Delivered,,2,2700
08/22/2022,8c90f138,Transfer,Pickup,,1,1800
08/23/2022,18751a73,Transfer,Delivered,61,1,1800
08/23/2022,b5383ec7,POS,Pickup,,1,1800
08/23/2022,283a09ab,Cash,Cancelled,,1,2800
08/23/2022,81419f9d,Transfer,Delivered,42,2,10500
08/23/2022,b94805ea,Cash,Delivered,108,2,2700
08/23/2022,de2b886c,POS,Pickup,,3,2700
08/23/2022,9868fe4d,POS,Pickup,,1,2900
08/23/2022,53388dcb,Transfer,Delivered,37,2,3800
08/24/2022,3ce50b6f,Transfer,Delivered,11,2,1800
08/24/2022,12903861,Transfer,Delivered,35,3,5500
08/24/2022,3ccaa55b,Transfer,Delivered,33,3,7200
08/24/2022,de9dc2f7,POS,Pickup,,1,2800
08/24/2022,11c27485,Transfer,Delivered,62,2,3700
08/24/2022,047928fb,POS,Pickup,,1,1800
08/25/2022,3e2bb6b9,Cash,Delivered,61,2,1800
08/25/2022,c2092638,Transfer,Delivered,56,3,5500
08/25/2022,b28a8032,Transfer,Pickup,,2,4600
08/25/2022,d8530bd7,Transfer,Delivered,32,2,2700
08/25/2022,74215fa6,Cash,Delivered,49,2,3600
08/25/2022,a25791e8,Transfer,Delivered,37,2,1800
08/26/2022,fb242448,POS,Pickup,,1,2900
08/26/2022,0d2a03e0,POS,Pickup,,1,1800
08/26/2022,9189cdf7,Transfer,Delivered,25,1,8700
08/26/2022,20e1731c,Transfer,Delivered,23,1,1800
08/26/2022,775fe59a,Transfer,Delivered,21,1,5550
08/26/2022,31d9cc37,POS,Pickup,,2,3600
08/26/2022,86e1ccdc,Transfer,Delivered,35,3,4400
08/26/2022,38b4f952,Cash,Delivered,43,1,3600
08/27/2022,15baba28,Cash,Delivered,8,2,2700
08/27/2022,83ea717c,Transfer,Delivered,44,4,9800
08/27/2022,7a017261,Cash,Delivered,11,1,11600
08/27/2022,e9b5d8e4,Transfer,Delivered,18,3,5550
08/27/2022,c4e8fdbd,Cash,Delivered,80,2,7500
08/27/2022,ab1b9a3f,Cash,Delivered,38,1,5600
08/27/2022,5311da14,POS,Pickup,,1,900
08/27/2022,52c498b4,Transfer,Delivered,21,3,5600
08/27/2022,e71b7738,Transfer,Delivered,59,5,11150
08/27/2022,62e05f82,Cash,Delivered,80,1,1900
08/27/2022,46cdf3a9,Transfer,Delivered,49,1,1900
08/27/2022,9e4f7564,Transfer,Pickup,,1,1800
08/29/2022,32306d2d,Cash,Delivered,20,1,3600
08/29/2022,094db513,Transfer,Delivered,31,3,20700
08/29/2022,f6605c85,Cash,Delivered,148,1,1800
08/29/2022,6eeed0b5,Transfer,Delivered,24,2,6400
08/29/2022,8842c93f,Transfer,Delivered,45,1,3500
08/29/2022,b93d62b1,Transfer,Delivered,61,2,3800
08/29/2022,b5705060,Cash,Delivered,53,2,3700
08/29/2022,cbef3151,Cash,Delivered,,2,6300
08/29/2022,90494dfc,POS,Pickup,,1,1800
08/29/2022,cba78aa9,POS,Pickup,,1,900
04/23/2022,472fa1b4,Cash,Delivered,,0,3550
04/23/2022,e7ead53b,Transfer,Delivered,430,0,2200
04/23/2022,5ab7da65,Transfer,Delivered,,0,2600
04/23/2022,5a74c4d0,Transfer,Delivered,71,0,2100
04/23/2022,eb7bc8b7,Cash,Delivered,167,1,19200
04/23/2022,7dd4cf72,Transfer,Delivered,152,1,35600
04/23/2022,2a54be77,Cash,Delivered,,0,1100
04/23/2022,a54ac614,Cash,Delivered,,0,4800
04/23/2022,e563fe96,Cash,Delivered,43,0,2700
04/23/2022,eb17bb8f,Cash,Delivered,28,0,5400
04/23/2022,8db4207a,Transfer,Delivered,74,0,1600
04/23/2022,071597af,Cash,Pickup,,0,1100
04/23/2022,bca66b95,Transfer,Delivered,292,0,3550
04/23/2022,9fa9fc18,Cash,Delivered,108,0,2600
04/23/2022,520b70b8,Cash,Delivered,,0,3800
04/23/2022,814f6156,Transfer,Delivered,125,0,5400
04/23/2022,5bf661bb,Transfer,Delivered,187,0,2600
04/23/2022,f7398c07,Transfer,Delivered,350,0,1900
04/23/2022,7c4eee2d,Cash,Delivered,120,0,7300
04/23/2022,c048c18f,Cash,Delivered,300,0,2700
04/23/2022,d61da9a9,Cash,Delivered,,0,5400
04/23/2022,10d15edf,Transfer,Delivered,357,0,2700
04/23/2022,61cb3b17,Transfer,Delivered,119,0,3800
04/23/2022,e1f3b502,Transfer,Delivered,196,0,5300
04/23/2022,0c4ae07f,Transfer,Delivered,248,0,3800
04/23/2022,c49a5118,Cash,Delivered,102,0,5400
04/23/2022,2dad0216,Cash,Pickup,,0,15900
04/23/2022,36f31048,Cash,Pickup,,0,2600
04/23/2022,a81ee2b7,Cash,Delivered,107,0,3700
04/23/2022,6999a8d4,Transfer,Delivered,140,0,1900
04/23/2022,9d28a8f2,Transfer,Delivered,333,0,5050
04/23/2022,abf0876a,Cash,Pickup,,1,3100
04/23/2022,dc4b49b9,Transfer,Delivered,92,0,5200
04/23/2022,b78f26d6,Cash,Delivered,55,0,2200
04/23/2022,803416d3,Transfer,Delivered,127,0,5700
04/23/2022,877b4739,Cash,Delivered,,0,5600
04/23/2022,26d3f75c,Cash,Pickup,,0,1900
04/23/2022,b354a5e8,Transfer,Delivered,193,0,4900
04/23/2022,9904888b,Cash,Delivered,208,0,1900
04/23/2022,aef11d17,Cash,Delivered,263,0,5050
04/23/2022,e045b3fd,Cash,Delivered,172,0,1100
04/23/2022,3e614c41,Transfer,Delivered,324,0,3700
04/23/2022,c8c27424,Cash,Delivered,323,0,2000
04/23/2022,b334302f,Transfer,Delivered,131,0,5400
04/23/2022,bb73d877,Cash,Delivered,214,0,3700
04/23/2022,94524bf9,Transfer,Delivered,422,0,2450
04/23/2022,14257dc3,Cash,Delivered,114,0,3050
04/23/2022,7c2f4918,Transfer,Delivered,439,0,2700
04/23/2022,798f0d94,Cash,Pickup,,0,1100
04/23/2022,bb9b3270,Transfer,Pickup,,0,600
04/23/2022,eeea7d3c,Transfer,Pickup,,0,2700
04/25/2022,886aab38,Transfer,Delivered,204,0,6500
04/25/2022,fea716cb,Cash,Delivered,152,0,2600
04/25/2022,b0bfcaa5,Cash,Delivered,100,1,8500
04/25/2022,69559016,Transfer,Delivered,92,2,43650
04/25/2022,5c337c41,Cash,Delivered,194,0,2700
04/25/2022,a2e9ae92,Cash,Pickup,,0,1100
04/25/2022,ddb98c20,Cash,Delivered,83,0,9550
04/25/2022,4f324151,Transfer,Delivered,128,0,5700
04/25/2022,ea17beb1,Cash,Pickup,,1,1750
04/25/2022,153073a2,Cash,Delivered,79,0,1900
04/25/2022,416a9c9b,Cash,Delivered,69,0,3800
04/25/2022,0403bb3b,Cash,Delivered,39,0,2600
04/25/2022,74b8d6dc,Cash,Pickup,,0,8000
04/25/2022,63afe59f,Cash,Delivered,65,0,3800
04/25/2022,85405f9b,Cash,Delivered,61,0,2700
04/25/2022,ec570cf4,Transfer,Delivered,54,0,4900
04/25/2022,a836a6d0,Transfer,Delivered,25,0,1900
04/25/2022,c7d970b3,Cash,Pickup,,0,1100
04/25/2022,216796c3,Cash,Delivered,73,0,3800
04/25/2022,80697ef4,Cash,Pickup,,1,1000
04/25/2022,6fb535b0,Transfer,Pickup,,0,2700
04/25/2022,a2c28aa9,Cash,Delivered,,0,1900
04/25/2022,9a3413d1,Transfer,Delivered,40,0,2700
04/25/2022,b894f7a2,Cash,Delivered,81,0,2600
04/25/2022,59bee734,Cash,Pickup,,0,4550
04/25/2022,afa2df65,Transfer,Delivered,76,0,2700
04/25/2022,d39df7c3,Cash,Delivered,29,0,2700
04/25/2022,60346f8b,Cash,Delivered,65,0,2700
04/25/2022,34854510,Cash,Pickup,,0,2200
04/26/2022,d23b8d3c,Transfer,Delivered,210,0,3300
04/26/2022,71f6834a,Cash,Delivered,173,0,4600
04/26/2022,fff2767f,Cash,Delivered,94,0,3450
04/26/2022,e942580e,Transfer,Delivered,187,0,7650
04/26/2022,0f39719c,Transfer,Delivered,141,1,59000
04/26/2022,413678a4,Cash,Delivered,138,1,10950
04/26/2022,7cb3c628,Cash,Delivered,79,0,8850
04/26/2022,843c8f64,Transfer,Delivered,101,0,11600
04/26/2022,2ce4859b,Transfer,Cancelled,,0,1100
04/26/2022,a6880a59,Transfer,Delivered,230,0,11600
04/26/2022,3c8fe979,Cash,Delivered,300,0,3800
04/26/2022,c52f394a,Cash,Delivered,221,0,5050
04/26/2022,32ae49c8,Cash,Delivered,91,0,2700
04/26/2022,31ee5cf9,Cash,Delivered,98,1,2250
04/26/2022,9f89eee2,Cash,Delivered,151,0,2700
04/26/2022,8a198c91,Cash,Delivered,68,0,7300
04/26/2022,7e714427,Cash,Delivered,82,0,10100
04/26/2022,802c9720,Cash,Delivered,32,0,2000
04/26/2022,ddfb2dfc,Cash,Pickup,,0,1000
04/26/2022,e4b64070,Transfer,Delivered,136,0,2700
04/26/2022,6e738a78,Cash,Delivered,92,0,3300
04/26/2022,bf4e8276,Cash,Delivered,58,1,2700
04/26/2022,eae21b12,Transfer,Delivered,79,0,4600
04/26/2022,b11db3ca,Cash,Delivered,153,0,2450
04/26/2022,af7e6128,Transfer,Delivered,175,0,2700
04/26/2022,5274bab1,Cash,Pickup,,1,1000
04/26/2022,cc872d02,Cash,Pickup,,1,1000
04/26/2022,1254a8c8,Transfer,Delivered,163,0,3800
04/26/2022,169ce615,Cash,Delivered,74,0,1900
04/26/2022,43c6705e,Cash,Delivered,150,0,4000
04/26/2022,fa29d027,Cash,Delivered,96,0,10800
04/26/2022,4fc98a04,Transfer,Delivered,,1,12000
04/26/2022,8e53ce07,Transfer,Delivered,94,0,4600
04/26/2022,6daab7af,Transfer,Delivered,135,0,1900
04/26/2022,b1a76c08,Cash,Pickup,,0,1900
04/26/2022,2d024510,Cash,Pickup,,0,1900
04/26/2022,0764302b,Cash,Delivered,86,0,2600
04/26/2022,86ab69b6,Cash,Delivered,41,0,2500
04/26/2022,e44e776c,Cash,Delivered,28,0,1000
04/27/2022,fafcb20e,Cash,Delivered,74,1,10600
04/27/2022,8d6b6347,Transfer,Delivered,78,1,54150
04/27/2022,85a393e5,Cash,Delivered,165,0,3800
04/27/2022,4e4f9cac,Transfer,Delivered,117,0,2700
04/27/2022,51038d37,Cash,Delivered,65,0,7800
04/27/2022,97f1eb32,Cash,Delivered,77,0,5150
04/27/2022,261b7a33,Cash,Pickup,,0,1900
04/27/2022,887eee99,Cash,Pickup,,0,1900
04/27/2022,90f9fd99,Cash,Delivered,64,0,4350
04/27/2022,70bb72e2,Transfer,Delivered,82,0,11400
04/27/2022,aef42613,Cash,Delivered,75,0,3800
04/27/2022,68572cb7,Transfer,Delivered,26,0,4600
04/27/2022,195faf84,Cash,Delivered,74,0,2100
04/27/2022,1069db29,Cash,Delivered,38,0,3800
04/27/2022,7fc488ad,Transfer,Delivered,113,0,5300
04/27/2022,ce7117ff,Cash,Pickup,,0,1100
04/27/2022,4d8f7c48,Cash,Pickup,,0,3300
04/27/2022,22c5562e,Transfer,Delivered,42,0,1100
04/27/2022,538a288e,Cash,Pickup,,0,5400
04/27/2022,17e0d693,Cash,Pickup,,0,2900
04/27/2022,6afaa184,Cash,Delivered,71,0,2700
04/27/2022,fc3b939f,Cash,Pickup,,0,4900
04/27/2022,998f65fa,Cash,Delivered,47,0,3800
04/27/2022,c32b698a,Cash,Delivered,63,0,2450
04/27/2022,78628bc5,Cash,Pickup,,0,1000
04/27/2022,2a67fea2,Cash,Delivered,229,0,4350
04/27/2022,bfa94741,Cash,Delivered,,0,1700
04/27/2022,7dc6304c,Cash,Delivered,,0,1900
04/28/2022,7a532dc4,Cash,Pickup,,0,2600
04/28/2022,f1b708bf,Cash,Delivered,294,0,6400
04/28/2022,cb2edd52,Cash,Delivered,224,0,2700
04/28/2022,bb527e07,Cash,Delivered,155,1,8900
04/28/2022,7e5fe8d5,Cash,Delivered,256,0,3300
04/28/2022,7a7686b0,Cash,Delivered,67,0,6400
04/28/2022,284c309f,Transfer,Delivered,126,1,8200
04/28/2022,2c073d2e,Cash,Pickup,,0,2600
04/28/2022,fce505cc,Cash,Pickup,,0,2450
04/28/2022,a7e51e39,Cash,Pickup,,0,1100
04/28/2022,2992c401,Cash,Pickup,,0,2300
04/28/2022,e3faa44e,Cash,Delivered,46,0,3600
04/28/2022,874fbdaf,Transfer,Delivered,90,0,14700
04/28/2022,9412c0b7,Cash,Delivered,174,1,2650
04/28/2022,4be9a4b0,Cash,Delivered,93,0,4150
04/28/2022,c93dfb4e,Cash,Delivered,63,0,3800
04/28/2022,b72ed107,Transfer,Delivered,164,0,2700
04/28/2022,73a4392c,Cash,Delivered,55,0,5400
04/28/2022,f53f09eb,Transfer,Delivered,75,0,3700
04/28/2022,eafd6f15,Transfer,Delivered,21,0,2450
04/29/2022,d88db2ce,Transfer,Delivered,100,2,34200
04/29/2022,34cbc754,Transfer,Delivered,122,0,3800
04/29/2022,0e9d8658,Cash,Pickup,,1,2100
04/29/2022,b815f66b,Transfer,Delivered,111,0,5400
04/29/2022,d85c3da7,Cash,Delivered,85,0,2200
04/29/2022,8508cd90,Transfer,Delivered,19,3,18200
04/29/2022,8c86c882,Transfer,Delivered,24,1,8500
04/29/2022,a7d34638,Cash,Delivered,45,0,4200
04/29/2022,95e4ff0d,Cash,Delivered,99,2,4000
04/29/2022,09808d05,Transfer,Delivered,45,1,4000
04/29/2022,b2b5eac0,Transfer,Delivered,52,0,6500
04/29/2022,cbc7d5d4,Transfer,Delivered,55,0,3300
04/29/2022,d4940f1f,Cash,Delivered,18,0,2700
04/29/2022,7e01f167,Cash,Delivered,117,0,6300
04/29/2022,a2ab5452,Transfer,Delivered,34,0,4800
04/29/2022,edf0f492,Cash,Pickup,,0,1100
04/29/2022,b190782f,Transfer,Delivered,188,1,3600
04/29/2022,1f066d40,Cash,Pickup,,1,1000
04/29/2022,8ea42904,Transfer,Delivered,93,1,2900
04/29/2022,5298ed1a,Cash,Delivered,99,0,5150
04/29/2022,aeea300c,Cash,Delivered,179,0,3800
04/29/2022,3b41e8c8,Transfer,Delivered,63,0,2100
04/29/2022,bcdf4b6f,Cash,Delivered,126,1,3600
04/29/2022,f1a93a50,Cash,Delivered,26,1,3100
04/29/2022,1c5ea102,Transfer,Pickup,,1,1000
04/29/2022,0993bbbe,Transfer,Delivered,91,2,20000
04/29/2022,6151eb39,Cash,Delivered,191,2,3100
04/29/2022,ff5ecc2d,Cash,Pickup,,1,1000
04/29/2022,e3f5c113,Transfer,Delivered,69,1,5200
04/29/2022,e86aba3c,Cash,Pickup,,2,5700
04/29/2022,362da6b6,Transfer,Delivered,95,0,6250
04/29/2022,e8925b4a,Cash,Delivered,110,1,3450
04/29/2022,86f9bb97,Transfer,Delivered,46,0,14200
04/29/2022,fbee5320,Cash,Pickup,,2,3100
04/30/2022,a5da3c1b,Cash,Delivered,110,2,4000
04/30/2022,7b06cf39,Transfer,Delivered,62,0,2200
04/30/2022,660b2938,Cash,Delivered,207,0,7300
04/30/2022,b87eba94,Cash,Delivered,82,0,1100
04/30/2022,4b44c898,Transfer,Delivered,125,0,1900
04/30/2022,ce6fb018,Cash,Pickup,,0,14700
04/30/2022,4553d7e6,Transfer,Delivered,42,2,6000
04/30/2022,475e27f6,Cash,Delivered,186,0,2600
04/30/2022,87a69a3b,Transfer,Delivered,150,1,9300
04/30/2022,a721ae46,Cash,Delivered,210,0,6300
04/30/2022,5c1a24f9,Transfer,Delivered,445,2,2000
04/30/2022,db952050,Cash,Delivered,203,0,5200
04/30/2022,ef258ec4,Cash,Delivered,251,0,2700
04/30/2022,779f34d9,Cash,Pickup,,0,1900
04/30/2022,2536e3f7,Transfer,Delivered,204,1,2100
04/30/2022,fd63d5e3,Cash,Delivered,115,1,2100
04/30/2022,57f005f4,Transfer,Delivered,151,0,4200
04/30/2022,da730ed9,Cash,Delivered,159,0,2600
04/30/2022,942fd82e,Cash,Delivered,308,0,5600
04/30/2022,8ad291ec,Transfer,Delivered,185,0,3600
04/30/2022,69b6607c,Cash,Pickup,,0,10600
04/30/2022,5a0b1ac5,Transfer,Delivered,231,0,11400
04/30/2022,48f8bc09,Cash,Pickup,,0,1100
04/30/2022,ac3331ec,Transfer,Delivered,361,1,2900
04/30/2022,a5a41153,Cash,Delivered,,0,10300
04/30/2022,a085112b,Cash,Delivered,84,0,2900
04/30/2022,da9cdbc3,Cash,Delivered,134,0,12000
04/30/2022,43a5b4f5,Cash,Pickup,,1,1000
04/30/2022,013a3ece,Transfer,Pickup,,1,1000
04/30/2022,b59f5697,Cash,Delivered,74,0,2900
04/30/2022,57533b60,Transfer,Delivered,63,0,2700
04/30/2022,6ef1d7e9,Transfer,Delivered,132,0,5700
04/30/2022,58adf19d,Transfer,Delivered,193,3,3000
04/30/2022,c53fe2a3,Cash,Delivered,141,0,2700
04/30/2022,a6bf5076,Transfer,Delivered,126,0,1900
04/30/2022,8b47c0ec,Transfer,Delivered,,0,4800
04/30/2022,2fabd669,Cash,Delivered,,0,2900
04/30/2022,054331cd,Transfer,Delivered,,0,4600
04/30/2022,91604aab,Cash,Delivered,,1,3900
04/30/2022,cab9bd14,Transfer,Delivered,,0,2700
04/30/2022,71a38d82,Cash,Delivered,,0,2700
04/30/2022,b5854c7e,Cash,Delivered,,0,2600
04/30/2022,ce70eb97,Cash,Delivered,252,1,12800
04/30/2022,d3810c74,Cash,Delivered,,0,3800
04/30/2022,24fc8cd1,Cash,Delivered,137,0,2700
04/30/2022,e156d9ad,Transfer,Delivered,115,3,3000
04/30/2022,9fb9f0bc,Cash,Delivered,109,0,2450
04/30/2022,115fbe92,Cash,Delivered,216,2,2000
04/30/2022,4ed68ebd,Cash,Pickup,,0,1100
04/30/2022,7dd044af,Cash,Pickup,,0,600
04/30/2022,311909fb,Cash,Pickup,,0,2700
04/30/2022,59b19eed,Cash,Pickup,,0,1900
04/30/2022,973792d8,Cash,Pickup,,1,1000
04/30/2022,bcb4f029,Cash,Pickup,,1,4000
05/02/2022,27be6367,Cash,Delivered,209,1,4600
05/02/2022,42fe3188,Cash,Delivered,226,0,2600
05/02/2022,97c97020,Cash,Delivered,120,0,3550
05/02/2022,efd87c8f,Cash,Delivered,174,0,2450
05/02/2022,8b62bd9b,Cash,Delivered,146,0,2000
05/02/2022,191dbf9f,Cash,Pickup,,0,4500
05/02/2022,2188f301,Cash,Delivered,379,1,3450
05/02/2022,25381b6d,Cash,Pickup,,1,2100
05/02/2022,79f81622,Cash,Pickup,,1,3600
05/02/2022,a74373be,Transfer,Delivered,85,1,3100
05/02/2022,30088fdd,Cash,Pickup,,0,7800
05/02/2022,b839f300,Transfer,Pickup,,1,2100
05/02/2022,e496dfa0,Transfer,Delivered,66,0,3450
05/02/2022,297e8678,Cash,Pickup,,1,4450
05/02/2022,b328a20b,Cash,Pickup,,2,3000
05/02/2022,70c49564,Cash,Pickup,,0,1100
05/02/2022,eaa9cb14,Cash,Delivered,14,0,2450
05/02/2022,97847ac1,Cash,Delivered,64,2,13600
05/02/2022,d2673db6,Transfer,Delivered,94,1,2000
05/02/2022,6d20822f,Transfer,Delivered,86,1,1000
05/02/2022,469a1f40,Cash,Delivered,60,1,2100
05/03/2022,22d66b56,Transfer,Delivered,161,0,3800
05/03/2022,cf298f2f,Transfer,Delivered,61,4,82500
05/03/2022,ffd5bcc6,Cash,Delivered,180,1,1000
05/03/2022,a57ea25f,Transfer,Delivered,66,0,1100
05/03/2022,32936565,Cash,Delivered,197,0,7200
05/03/2022,35a0cc3d,Cash,Delivered,106,0,2450
05/03/2022,def77092,Cash,Delivered,161,0,3600
05/03/2022,b18f11ba,Transfer,Delivered,122,1,2900
05/03/2022,5f89d685,Transfer,Delivered,134,0,1900
05/03/2022,9e2cb3aa,Transfer,Delivered,156,2,7200
05/03/2022,7e8fa4a8,Cash,Delivered,142,0,3800
05/03/2022,0d5e2a60,Transfer,Delivered,125,0,3800
05/03/2022,f35a0937,Cash,Pickup,,0,1700
05/03/2022,db5d9f73,Cash,Pickup,,0,15900
05/03/2022,341d0119,Cash,Delivered,79,0,3000
05/03/2022,7c1c424c,Cash,Delivered,116,0,5200
05/03/2022,35bbb058,Transfer,Delivered,119,2,2000
05/03/2022,12f8237e,Cash,Delivered,198,1,1000
05/03/2022,cd54a384,Transfer,Delivered,69,0,3700
05/03/2022,f9647016,Transfer,Delivered,148,0,5400
05/03/2022,63388527,Transfer,Delivered,84,0,7400
05/03/2022,ea9c3e51,Cash,Delivered,102,0,3800
05/03/2022,989a0311,Transfer,Delivered,111,0,7500
05/03/2022,91564343,Cash,Delivered,64,2,2000
05/03/2022,80edf18c,Cash,Pickup,,1,3000
05/03/2022,a2f21bea,Cash,Pickup,,0,3700
05/03/2022,79dee510,Cash,Pickup,,0,1900
05/03/2022,5ffe0dd5,Transfer,Delivered,112,0,3800
05/03/2022,6127cfcb,Cash,Delivered,134,0,1000
05/03/2022,b67e625d,Cash,Pickup,,2,2000
05/03/2022,8add61dd,Cash,Pickup,,1,10200
05/03/2022,3d4dbc62,Cash,Pickup,,0,2450
05/03/2022,14e63389,Cash,Pickup,,2,3000
05/04/2022,53801565,Transfer,Delivered,36,1,3600
05/04/2022,f1ddf8ef,Transfer,Delivered,114,0,2600
05/04/2022,41283d8b,Cash,Delivered,81,0,1100
05/04/2022,b6a048b6,Cash,Delivered,120,1,6400
05/04/2022,d27a060a,Cash,Delivered,213,0,2700
05/04/2022,0e7bb517,Transfer,Delivered,25,1,39750
05/04/2022,79417be8,Cash,Delivered,27,1,11600
05/04/2022,f2d63edc,Transfer,Delivered,63,0,2700
05/04/2022,1d49d2a7,Cash,Pickup,,0,1000
05/04/2022,d818627e,Cash,Delivered,38,0,3800
05/04/2022,e0d4e620,Cash,Delivered,168,0,3300
05/04/2022,f34446d4,Transfer,Delivered,112,1,1000
05/04/2022,d4ee7754,Cash,Delivered,125,0,2700
05/04/2022,4df2d0e1,Cash,Pickup,,0,1200
05/04/2022,e8748681,Transfer,Delivered,88,0,2900
05/04/2022,59c89d82,Cash,Pickup,,0,1700
05/04/2022,e6606fc7,Cash,Delivered,192,1,2100
05/04/2022,251129ed,Cash,Delivered,145,2,2000
05/04/2022,a272ad53,Cash,Delivered,57,0,2700
05/04/2022,c84ea9f1,Cash,Delivered,94,1,2700
